Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Asset_Tier,Is_Liquidated,Liquidation_Probability,Projected_Asset_Yield,CELR
13424.0,450,1,572.77,1,1,2,Dormant Capital,1,1.0,0.0,0.0
13423.0,429,1,217.03,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13422.0,64,1,2626.3,3,1,4,Dormant Capital,0,0.0,0.0,0.0
13421.0,40,8,4103.12,4,4,5,Tier 1 Alpha Asset,0,0.0,54.42244358771893,0.0
13419.0,64,1,221.06,3,1,1,Dormant Capital,0,0.0,0.0,0.0
13418.0,12,31,12233.6,5,5,5,Tier 1 Alpha Asset,0,0.0,286.08371634566953,0.0
13417.0,5,6,1669.49,5,4,4,Tier 1 Alpha Asset,0,0.0,57.02332641040839,0.0
13412.0,620,1,487.35,1,1,2,Dormant Capital,1,1.0,0.0,0.0
13411.0,107,1,213.55,3,1,1,Dormant Capital,1,1.0,0.0,0.0
13410.0,24,9,2201.96,4,5,4,Tier 1 Alpha Asset,0,0.0,161.54630622484325,0.0
13408.0,2,106,51733.462,5,5,5,Tier 1 Alpha Asset,0,0.0,2765.9274322035553,0.0
13405.0,74,6,1213.811,3,4,3,High-Yield Volatile,0,0.0,67.9818052680307,0.0
13404.0,1,2,252.49,5,2,1,Dormant Capital,0,0.0,47.111599905306534,0.0
13400.0,583,1,310.83,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15387.0,492,1,468.65,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15386.0,186,1,394.14,3,1,2,Dormant Capital,1,0.99,0.0,0.0
15385.0,40,3,942.08,4,3,3,High-Yield Volatile,0,0.0,52.7672261053564,0.0
15382.0,15,12,13733.55,5,5,5,Tier 1 Alpha Asset,0,0.0,107.8705497044824,0.0
15380.0,9,11,3479.06,5,5,5,Tier 1 Alpha Asset,0,0.0,294.06774632472894,0.0
15376.0,40,3,1233.36,4,3,3,High-Yield Volatile,0,0.0,35.91234833605397,0.0
15375.0,690,1,60.96,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15410.0,84,10,4685.72,3,5,5,High-Yield Volatile,0,0.0,140.0897697529537,0.0
15409.0,721,1,131.25,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15408.0,264,1,267.18,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15407.0,34,4,1056.44,4,3,3,High-Yield Volatile,0,0.0,25.784554401261875,0.0
15406.0,31,4,975.87,4,3,3,High-Yield Volatile,0,0.0,20.881049134155855,0.0
15404.0,376,1,257.06,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15399.0,1,3,815.77,5,3,3,High-Yield Volatile,0,0.0,112.04916928099806,0.0
15397.0,290,1,94.0,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15395.0,326,1,107.45,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15394.0,10,11,5286.8,5,5,5,Tier 1 Alpha Asset,0,0.0,107.14543983033865,0.0
15393.0,16,5,891.34,5,4,3,Tier 1 Alpha Asset,0,0.0,40.906165209284644,0.0
15392.0,5,7,2911.62,5,4,4,Tier 1 Alpha Asset,0,0.0,93.1698980230293,0.0
15391.0,584,1,289.87,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15388.0,270,1,140.54,2,1,1,Dormant Capital,1,1.0,0.0,0.0
13416.0,44,3,940.8,4,3,3,High-Yield Volatile,0,0.0,39.72706840449092,0.0
15432.0,23,2,320.76,4,2,2,Dormant Capital,0,0.0,18.824491340088407,0.0
15431.0,503,1,153.24,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15429.0,27,2,397.35,4,2,2,Dormant Capital,0,0.0,28.972355387886424,0.0
15428.0,15,4,762.75,5,3,3,High-Yield Volatile,0,0.0,27.842068167697228,0.0
15427.0,33,3,1483.14,4,3,4,High-Yield Volatile,0,0.0,49.57300115313861,0.0
15426.0,19,9,2615.39,5,5,4,Tier 1 Alpha Asset,0,0.0,23.632585225861316,0.0
15423.0,38,3,266.89,4,3,1,High-Yield Volatile,0,0.0,25.417662171582705,0.0
15421.0,59,10,3805.34,4,5,5,Tier 1 Alpha Asset,0,0.0,50.03424936945901,0.0
15419.0,25,1,135.86,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15417.0,85,1,508.8,3,1,2,Dormant Capital,0,0.01,0.0,0.0
15416.0,65,7,4572.82,3,4,5,High-Yield Volatile,0,0.0,61.01475411632977,0.0
15415.0,313,1,572.8100000000001,2,1,2,Dormant Capital,1,1.0,0.0,0.0
15414.0,10,3,774.9000000000001,5,3,3,High-Yield Volatile,0,0.0,60.09079793603578,0.0
15412.0,171,1,190.53,3,1,1,Dormant Capital,1,1.0,0.0,0.0
15411.0,26,4,1358.88,4,3,4,High-Yield Volatile,0,0.0,72.10970911130063,0.0
15440.0,55,3,383.68,4,3,2,High-Yield Volatile,0,0.0,23.894790825091942,0.0
15438.0,131,1,156.57999999999998,3,1,1,Dormant Capital,1,1.0,0.0,0.0
15436.0,12,3,1122.53,5,3,3,High-Yield Volatile,0,0.0,14.459266418766555,0.0
13397.0,73,10,3191.87,3,5,5,High-Yield Volatile,0,0.0,153.873794742506,0.0
13396.0,29,2,1360.99,4,2,4,Dormant Capital,0,0.0,44.52550239933917,0.0
13394.0,2,19,6621.7,5,5,5,Tier 1 Alpha Asset,0,0.0,128.45427086664355,0.0
13392.0,677,1,91.14,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13391.0,204,1,59.8,2,1,1,Dormant Capital,1,1.0,0.0,0.0
13390.0,75,1,544.08,3,1,2,Dormant Capital,0,0.0,0.0,0.0
13389.0,11,3,797.96,5,3,3,High-Yield Volatile,0,0.0,49.749309199296206,0.0
13387.0,417,1,189.44,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13385.0,330,1,534.57,2,1,2,Dormant Capital,1,1.0,0.0,0.0
13384.0,31,11,6680.83,4,5,5,Tier 1 Alpha Asset,0,0.0,162.01710378673096,0.0
13383.0,544,1,305.28000000000003,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15435.0,22,1,149.29,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15434.0,8,11,2567.06,5,5,4,Tier 1 Alpha Asset,0,0.0,93.17317972353929,0.0
13381.0,32,12,8224.37,4,5,5,Tier 1 Alpha Asset,0,0.0,113.9034540434177,0.0
13380.0,433,1,62.4,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13379.0,26,3,572.56,4,3,2,High-Yield Volatile,0,0.0,32.111750313366294,0.0
13375.0,89,2,1792.23,3,2,4,Dormant Capital,0,0.0,26.703651988218674,0.0
13372.0,90,1,378.64,3,1,2,Dormant Capital,0,0.0,0.0,0.0
13370.0,372,1,1509.74,2,1,4,Dormant Capital,1,1.0,0.0,0.0
13369.0,366,1,616.5600000000001,2,1,2,Dormant Capital,1,1.0,0.0,0.0
13367.0,432,1,510.2,1,1,2,Dormant Capital,1,1.0,0.0,0.0
13366.0,50,1,56.16,4,1,1,Dormant Capital,0,0.02,0.0,0.0
15450.0,30,1,429.84,4,1,2,Dormant Capital,0,0.0,0.0,0.0
15449.0,26,3,974.52,4,3,3,High-Yield Volatile,0,0.0,46.50803270019419,0.0
15444.0,9,2,1418.26,5,2,4,Dormant Capital,0,0.0,49.261255342130106,0.0
15443.0,2,14,5175.93,5,5,5,Tier 1 Alpha Asset,0,0.0,53.81041289446379,0.0
15442.0,249,1,594.0,2,1,2,Dormant Capital,1,1.0,0.0,0.0
15472.0,113,1,371.56,3,1,2,Dormant Capital,1,1.0,0.0,0.0
15471.0,2,3,1316.56,5,3,4,High-Yield Volatile,0,0.0,13.435469658800706,0.0
15470.0,576,1,63.42,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15469.0,50,3,874.25,4,3,3,High-Yield Volatile,0,0.0,36.63467973723029,0.0
15468.0,51,3,1430.48,4,3,4,High-Yield Volatile,0,0.0,35.80589249074923,0.0
15467.0,9,3,524.88,5,3,2,High-Yield Volatile,0,0.0,46.96397624843463,0.0
15466.0,85,4,1571.01,3,3,4,High-Yield Volatile,0,0.0,10.29421775337777,0.0
15465.0,20,32,12655.65,4,5,5,Tier 1 Alpha Asset,0,0.0,649.9295243435727,0.0
15464.0,338,1,1048.85,2,1,3,Dormant Capital,1,1.0,0.0,0.0
15463.0,29,1,126.14,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15460.0,354,1,216.76,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15458.0,25,2,370.44,4,2,2,Dormant Capital,0,0.0,33.29777718753482,0.0
15457.0,262,1,237.07,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15455.0,598,1,38.25,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15453.0,2,7,1388.37,5,4,4,Tier 1 Alpha Asset,0,0.0,48.55872450228258,0.0
15452.0,30,6,1799.11,4,4,4,Tier 1 Alpha Asset,0,0.0,31.10431654314796,0.0
15494.0,21,5,3780.05,4,4,5,Tier 1 Alpha Asset,0,0.0,20.796964039273302,0.0
15493.0,33,9,4314.9800000000005,4,5,5,Tier 1 Alpha Asset,0,0.0,28.29356729377141,0.0
15490.0,430,1,217.6,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15489.0,23,8,2419.61,4,4,4,Tier 1 Alpha Asset,0,0.0,73.08294516807392,0.0
15487.0,680,1,231.32,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15486.0,527,1,102.0,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15485.0,30,7,5771.51,4,4,5,Tier 1 Alpha Asset,0,0.0,100.16339696128264,0.0
15484.0,1,6,4656.0,5,4,5,Tier 1 Alpha Asset,0,0.0,46.888922228603555,0.0
15482.0,16,19,14592.56,5,5,5,Tier 1 Alpha Asset,0,0.0,770.7115623065208,0.0
15481.0,401,1,1993.34,2,1,4,Dormant Capital,1,1.0,0.0,0.0
15479.0,733,1,147.4,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15478.0,40,3,2024.98,4,3,4,High-Yield Volatile,0,0.0,39.68363223176742,0.0
15477.0,650,1,368.4,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15475.0,77,1,454.11,3,1,2,Dormant Capital,0,0.0,0.0,0.0
15474.0,596,1,163.1,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15511.0,12,5,909.23,5,4,3,Tier 1 Alpha Asset,0,0.0,69.96519484184603,0.0
15510.0,331,1,250.0,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15509.0,380,1,166.51,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15507.0,172,1,492.36,3,1,2,Dormant Capital,1,1.0,0.0,0.0
15505.0,53,5,3610.96,4,4,5,Tier 1 Alpha Asset,0,0.0,260.5480166810252,0.0
15504.0,81,4,423.85,3,3,2,High-Yield Volatile,0,0.0,11.640649961912054,0.0
15502.0,16,14,13993.47,5,5,5,Tier 1 Alpha Asset,0,0.0,290.0840475983992,0.0
15500.0,8,4,1131.56,5,3,3,High-Yield Volatile,0,0.0,153.04258943774417,0.0
15499.0,724,1,161.6,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15498.0,3,44,26039.58,5,5,5,Tier 1 Alpha Asset,0,0.0,506.1619108091969,0.0
15497.0,18,9,8657.39,5,5,5,Tier 1 Alpha Asset,0,0.0,265.0790940744405,0.0
15496.0,631,1,146.14,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15495.0,379,1,246.5,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15529.0,23,12,5111.95,4,5,5,Tier 1 Alpha Asset,0,0.0,56.664120989739175,0.0
15528.0,254,1,229.33,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15527.0,19,23,5575.64,5,5,5,Tier 1 Alpha Asset,0,0.0,164.93460500093326,0.0
15526.0,33,2,148.44,4,2,1,Dormant Capital,0,0.0,201.8018431993447,0.0
15525.0,2,4,1295.7,5,3,4,High-Yield Volatile,0,0.0,16.31253299691342,0.0
15524.0,25,2,591.4,4,2,2,Dormant Capital,0,0.0,50.196584230482834,0.0
15523.0,84,16,17359.99,3,5,5,High-Yield Volatile,0,0.0,525.0528073037376,0.0
15522.0,33,2,398.84,4,2,2,Dormant Capital,0,0.0,33.011993164532896,0.0
15521.0,40,16,7106.69,4,5,5,Tier 1 Alpha Asset,0,0.0,121.45569646483547,0.0
15520.0,2,1,343.5,5,1,2,Dormant Capital,0,0.0,0.0,0.0
15518.0,64,15,4218.94,3,5,5,High-Yield Volatile,0,0.0,59.171589460598554,0.0
15517.0,233,1,267.03,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15515.0,387,1,171.81,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15514.0,12,18,6598.55,5,5,5,Tier 1 Alpha Asset,0,0.0,146.05617293932804,0.0
15513.0,33,35,27750.55,4,5,5,Tier 1 Alpha Asset,0,0.0,760.362307174331,0.0
15532.0,25,10,3771.9,4,5,5,Tier 1 Alpha Asset,0,0.0,33.64651633044378,0.0
13365.0,34,2,2225.37,4,2,4,Dormant Capital,0,0.0,35.71096193393327,0.0
13364.0,71,1,134.96,3,1,1,Dormant Capital,0,0.0,0.0,0.0
13363.0,18,3,1723.86,5,3,4,High-Yield Volatile,0,0.0,33.10174945680046,0.0
13362.0,9,7,5394.07,5,4,5,Tier 1 Alpha Asset,0,0.0,84.81798353914527,0.0
13359.0,64,2,1043.31,3,2,3,Dormant Capital,0,0.0,22.560628103445534,0.0
13358.0,269,1,439.03,2,1,2,Dormant Capital,1,1.0,0.0,0.0
13356.0,80,1,768.24,3,1,3,Dormant Capital,0,0.0,0.0,0.0
13355.0,122,1,674.7,3,1,3,Dormant Capital,1,0.99,0.0,0.0
13354.0,71,1,743.53,3,1,3,Dormant Capital,0,0.0,0.0,0.0
13352.0,60,1,397.98,3,1,2,Dormant Capital,0,0.0,0.0,0.0
13351.0,66,1,373.94,3,1,2,Dormant Capital,0,0.0,0.0,0.0
13350.0,16,2,979.12,5,2,3,Dormant Capital,0,0.0,98.17524773465912,0.0
13349.0,11,1,247.32,5,1,1,Dormant Capital,0,0.0,0.0,0.0
15531.0,8,2,2007.44,5,2,4,Dormant Capital,0,0.0,68.54936703637436,0.0
15530.0,22,5,1813.72,4,4,4,Tier 1 Alpha Asset,0,0.0,35.84159899572218,0.0
15553.0,60,1,437.23,3,1,2,Dormant Capital,0,0.0,0.0,0.0
15551.0,37,7,1710.08,4,4,4,Tier 1 Alpha Asset,0,0.0,42.67899630636639,0.0
15550.0,4,12,2218.8,5,5,4,Tier 1 Alpha Asset,0,0.0,46.7204370021578,0.0
15549.0,77,8,2345.96,3,4,4,High-Yield Volatile,0,0.0,49.60777979016463,0.0
15548.0,596,1,158.09,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15547.0,7,26,10154.39,5,5,5,Tier 1 Alpha Asset,0,0.0,82.8492306332657,0.0
15545.0,54,2,428.05,4,2,2,Dormant Capital,0,0.0,7.8571849671031275,0.0
15544.0,9,20,8162.43,5,5,5,Tier 1 Alpha Asset,0,0.0,132.34526912027056,0.0
15541.0,114,1,85.13000000000001,3,1,1,Dormant Capital,1,1.0,0.0,0.0
15540.0,11,2,460.68,5,2,2,Dormant Capital,0,0.0,20.229596258659516,0.0
15539.0,7,1,538.46,5,1,2,Dormant Capital,0,0.0,0.0,0.0
15537.0,163,1,110.92,3,1,1,Dormant Capital,1,1.0,0.0,0.0
15536.0,409,1,259.09,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15534.0,726,1,162.25,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15533.0,19,3,807.57,5,3,3,High-Yield Volatile,0,0.0,64.79087631421517,0.0
15575.0,620,1,30.1,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15573.0,32,5,1207.18,4,4,3,Tier 1 Alpha Asset,0,0.0,12.13252185327264,0.0
15572.0,5,10,4068.67,5,5,5,Tier 1 Alpha Asset,0,0.0,57.217184211066694,0.0
15571.0,12,14,4051.63,5,5,5,Tier 1 Alpha Asset,0,0.0,38.175229572460935,0.0
15570.0,7,25,9311.04,5,5,5,Tier 1 Alpha Asset,0,0.0,146.09572344436845,0.0
15568.0,3,3,758.29,5,3,3,High-Yield Volatile,0,0.0,104.17769080394015,0.0
15567.0,19,1,186.01,5,1,1,Dormant Capital,0,0.0,0.0,0.0
15565.0,50,2,173.16000000000005,4,2,1,Dormant Capital,0,0.0,85.088980139757,0.0
15563.0,22,7,2867.0,4,4,4,Tier 1 Alpha Asset,0,0.0,34.45685963333382,0.0
15561.0,12,8,1934.39,5,4,4,Tier 1 Alpha Asset,0,0.0,75.41375869318777,0.0
15559.0,568,1,1109.4,1,1,3,Dormant Capital,1,1.0,0.0,0.0
15558.0,639,1,214.13,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15557.0,29,1,473.65,4,1,2,Dormant Capital,0,0.0,0.0,0.0
15556.0,24,1,279.77,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15555.0,12,36,12112.35,5,5,5,Tier 1 Alpha Asset,0,0.0,110.41435456992296,0.0
15554.0,278,1,217.2,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15582.0,25,3,682.9100000000001,4,3,3,High-Yield Volatile,0,0.0,51.39961572425888,0.0
13348.0,64,1,233.76,3,1,1,Dormant Capital,0,0.0,0.0,0.0
13347.0,70,1,341.36,3,1,2,Dormant Capital,0,0.0,0.0,0.0
13345.0,288,1,389.5,2,1,2,Dormant Capital,1,1.0,0.0,0.0
13344.0,68,3,2543.7200000000003,3,3,4,High-Yield Volatile,0,0.0,55.78981208822461,0.0
13343.0,178,1,353.43,3,1,2,Dormant Capital,1,1.0,0.0,0.0
13341.0,261,1,775.85,2,1,3,Dormant Capital,1,1.0,0.0,0.0
13339.0,201,1,860.12,2,1,3,Dormant Capital,1,1.0,0.0,0.0
13337.0,546,1,1575.26,1,1,4,Dormant Capital,1,1.0,0.0,0.0
13336.0,77,1,795.12,3,1,3,Dormant Capital,0,0.0,0.0,0.0
13332.0,14,1,350.90000000000003,5,1,2,Dormant Capital,0,0.0,0.0,0.0
13331.0,402,1,262.4,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15579.0,69,5,1302.5,3,4,4,High-Yield Volatile,0,0.0,25.727234707531668,0.0
15578.0,162,1,127.1,3,1,1,Dormant Capital,1,1.0,0.0,0.0
15576.0,38,1,940.67,4,1,3,Dormant Capital,0,0.0,0.0,0.0
15604.0,52,1,216.39,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15603.0,79,2,88.48,3,2,1,Dormant Capital,0,0.0,17.180707802904188,0.0
15602.0,8,16,3230.51,5,5,5,Tier 1 Alpha Asset,0,0.0,167.4737723137345,0.0
15601.0,11,30,14960.12,5,5,5,Tier 1 Alpha Asset,0,0.0,216.08957433657156,0.0
15599.0,27,3,1250.06,4,3,4,High-Yield Volatile,0,0.0,27.632677645274576,0.0
15598.0,53,2,548.02,4,2,2,Dormant Capital,0,0.0,18.16715999015633,0.0
15597.0,35,2,563.37,4,2,2,Dormant Capital,0,0.0,14.091546583642605,0.0
15595.0,488,1,357.6,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15594.0,16,5,1771.78,5,4,4,Tier 1 Alpha Asset,0,0.0,93.4061413039376,0.0
15593.0,71,1,199.8,3,1,1,Dormant Capital,0,0.0,0.0,0.0
15592.0,47,1,388.58,4,1,2,Dormant Capital,0,0.0,0.0,0.0
15588.0,678,1,579.6,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15587.0,50,7,1522.08,4,4,4,Tier 1 Alpha Asset,0,0.0,432.5431238244486,0.0
15585.0,177,1,455.3,3,1,2,Dormant Capital,1,1.0,0.0,0.0
15584.0,24,6,1277.5,4,4,4,Tier 1 Alpha Asset,0,0.0,16.164699073906938,0.0
15583.0,376,1,107.86,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15626.0,75,3,1067.52,3,3,3,High-Yield Volatile,0,0.0,25.69252249804057,0.0
15622.0,43,17,7852.610000000001,4,5,5,Tier 1 Alpha Asset,0,0.0,146.5500032447135,0.0
15621.0,4,4,1293.03,5,3,4,High-Yield Volatile,0,0.0,1274.8265463454914,0.0
15620.0,57,4,1942.36,4,3,4,High-Yield Volatile,0,0.0,40.189668345489395,0.0
15619.0,11,1,336.4,5,1,2,Dormant Capital,0,0.0,0.0,0.0
15618.0,33,4,776.851,4,3,3,High-Yield Volatile,0,0.0,109.5583668701149,0.0
15616.0,438,1,317.11,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15615.0,10,47,21373.97,5,5,5,Tier 1 Alpha Asset,0,0.0,469.76011015063835,0.0
15613.0,610,1,433.72,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15612.0,36,2,195.15,4,2,1,Dormant Capital,0,0.0,137.43382116276962,0.0
15611.0,10,26,2997.28,5,5,5,Tier 1 Alpha Asset,0,0.0,372.11899354376527,0.0
15610.0,52,1,112.46,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15609.0,184,1,298.48,3,1,2,Dormant Capital,1,1.0,0.0,0.0
15608.0,28,5,1785.98,4,4,4,Tier 1 Alpha Asset,0,0.0,56.90589107937009,0.0
15606.0,61,17,5230.99,3,5,5,High-Yield Volatile,0,0.0,282.985562162816,0.0
15605.0,36,9,1936.8,4,5,4,Tier 1 Alpha Asset,0,0.0,67.96892085589546,0.0
15628.0,5,17,5652.26,5,5,5,Tier 1 Alpha Asset,0,0.0,127.88621940146503,0.0
13329.0,32,8,5112.97,4,4,5,Tier 1 Alpha Asset,0,0.0,131.8694328227745,0.0
13328.0,316,1,1308.48,2,1,4,Dormant Capital,1,1.0,0.0,0.0
13327.0,39,20,9879.48,4,5,5,Tier 1 Alpha Asset,0,0.0,244.45373188762895,0.0
13326.0,432,1,281.76,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13325.0,82,1,675.3,3,1,3,Dormant Capital,0,0.0,0.0,0.0
13324.0,36,18,10513.47,4,5,5,Tier 1 Alpha Asset,0,0.0,754.1402532835983,0.0
13323.0,3,5,787.85,5,4,3,Tier 1 Alpha Asset,0,0.0,418.95659717225135,0.0
13322.0,17,1,199.48,5,1,1,Dormant Capital,0,0.0,0.0,0.0
13321.0,72,2,567.36,3,2,2,Dormant Capital,0,0.0,155.2572911865118,0.0
13320.0,78,6,2228.1,3,4,4,High-Yield Volatile,0,0.0,52.67092979783424,0.0
13319.0,5,58,22082.5,5,5,5,Tier 1 Alpha Asset,0,0.0,569.1382935078375,0.0
13318.0,1,3,640.76,5,3,3,High-Yield Volatile,0,0.0,309.889451359691,0.0
13317.0,66,19,6486.091,3,5,5,High-Yield Volatile,0,0.0,149.29880115387633,0.0
13316.0,37,10,13191.57,4,5,5,Tier 1 Alpha Asset,0,0.0,346.8918111737433,0.0
13315.0,689,1,310.26000000000005,1,1,2,Dormant Capital,1,1.0,0.0,0.0
13310.0,28,5,1541.2,4,4,4,Tier 1 Alpha Asset,0,0.0,56.059975155827416,0.0
13309.0,7,6,1706.37,5,4,4,Tier 1 Alpha Asset,0,0.0,56.811582319212654,0.0
13308.0,23,4,1670.37,4,3,4,High-Yield Volatile,0,0.0,44.23933400372433,0.0
13306.0,430,1,53.65,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13305.0,4,16,3754.71,5,5,5,Tier 1 Alpha Asset,0,0.0,138.67704693183433,0.0
13303.0,400,1,61.72,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15642.0,730,1,105.78,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15640.0,4,29,23957.58,5,5,5,Tier 1 Alpha Asset,0,0.0,386.60574211867885,0.0
15637.0,53,5,797.59,4,4,3,Tier 1 Alpha Asset,0,0.0,39.15581112398202,0.0
15636.0,90,4,1444.58,3,3,4,High-Yield Volatile,0,0.0,48.82087187785955,0.0
15635.0,396,1,100.35,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15634.0,17,2,554.65,5,2,2,Dormant Capital,0,0.0,21.46847434761381,0.0
15632.0,16,8,3285.31,5,4,5,Tier 1 Alpha Asset,0,0.0,153.31360072530737,0.0
15631.0,642,1,596.67,1,1,2,Dormant Capital,1,1.0,0.0,0.0
15630.0,45,3,1481.4,4,3,4,High-Yield Volatile,0,0.0,23.91254724746451,0.0
15664.0,51,4,1254.03,4,3,4,High-Yield Volatile,0,0.0,31.459482577856964,0.0
15663.0,106,1,138.14,3,1,1,Dormant Capital,1,1.0,0.0,0.0
15660.0,25,15,2812.99,4,5,4,Tier 1 Alpha Asset,0,0.0,118.56452237225524,0.0
15659.0,44,3,532.49,4,3,2,High-Yield Volatile,0,0.0,31.633871423235234,0.0
15657.0,23,1,30.0,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15656.0,45,4,748.5,4,3,3,High-Yield Volatile,0,0.0,57.923434914316815,0.0
15655.0,243,1,560.6700000000001,2,1,2,Dormant Capital,1,1.0,0.0,0.0
15654.0,9,2,922.53,5,2,3,Dormant Capital,0,0.0,280.3693887135582,0.0
15651.0,37,5,1259.06,4,4,4,Tier 1 Alpha Asset,0,0.0,50.429132576820464,0.0
15647.0,415,1,169.0,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15645.0,19,3,1055.17,5,3,3,High-Yield Volatile,0,0.0,29.673982676014607,0.0
13314.0,2,3,775.94,5,3,3,High-Yield Volatile,0,0.0,91.80888662960209,0.0
13313.0,22,12,3445.32,4,5,5,Tier 1 Alpha Asset,0,0.0,91.37158963873019,0.0
13312.0,451,1,124.75,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13311.0,4,2,598.57,5,2,2,Dormant Capital,0,0.0,61.59960807548218,0.0
13297.0,8,7,4368.62,5,4,5,Tier 1 Alpha Asset,0,0.0,131.8124276072717,0.0
13292.0,39,5,994.51,4,4,3,Tier 1 Alpha Asset,0,0.0,45.733069541438596,0.0
13290.0,438,1,208.63,1,1,1,Dormant Capital,1,1.0,0.0,0.0
13289.0,724,1,307.95,1,1,2,Dormant Capital,1,1.0,0.0,0.0
13286.0,600,1,734.91,1,1,3,Dormant Capital,1,1.0,0.0,0.0
13285.0,23,6,3364.59,4,4,5,Tier 1 Alpha Asset,0,0.0,41.37659587544449,0.0
13284.0,331,1,201.19,2,1,1,Dormant Capital,1,1.0,0.0,0.0
13283.0,60,4,373.36,3,3,2,High-Yield Volatile,0,0.0,33.12323915681665,0.0
15675.0,81,4,542.04,3,3,2,High-Yield Volatile,0,0.0,41.37112742220711,0.0
15674.0,73,13,6948.2300000000005,3,5,5,High-Yield Volatile,0,0.0,106.04385874401227,0.0
15673.0,88,9,6414.79,3,5,5,High-Yield Volatile,0,0.0,90.1534090934833,0.0
15672.0,725,1,45.3,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15671.0,19,7,2657.13,5,4,4,Tier 1 Alpha Asset,0,0.0,230.84954801220186,0.0
15669.0,40,4,684.34,4,3,3,High-Yield Volatile,0,0.0,79.05642217779179,0.0
15668.0,218,1,76.32000000000001,2,1,1,Dormant Capital,1,1.0,0.0,0.0
15667.0,40,1,301.32000000000005,4,1,2,Dormant Capital,0,0.0,0.0,0.0
15694.0,1,24,10810.81,5,5,5,Tier 1 Alpha Asset,0,0.0,702.8179093174145,0.0
15693.0,659,1,37.5,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15692.0,28,1,191.04,4,1,1,Dormant Capital,0,0.0,0.0,0.0
15690.0,4,2,239.76,5,2,1,Dormant Capital,0,0.0,48.93161443212475,0.0
15688.0,419,1,190.57,1,1,1,Dormant Capital,1,1.0,0.0,0.0
15687.0,9,9,2993.1,5,5,5,Tier 1 Alpha Asset,0,0.0,136.72681189427243,0.0
15686.0,420,1,90.0,1,1,1,Dormant Capital,1,1.0,0.0,0.0
